period,timestep,profile_name,value
5,10,cool,0.0
5,10,elec,0.3164469560688331
5,10,solar,0.1984991050167247
5,10,transport_truck_bus_van_car_rail_aviation_maritime,0.4923231917547286
5,10,wind,0.9828579527139704
5,11,DHW_or_space,0.4178051446182563
5,11,RoR,0.4302910274736537
5,11,cool,0.0028137151732404
5,11,elec,0.3484292290094819
5,11,solar,0.3615564532294671
5,11,transport_truck_bus_van_car_rail_aviation_maritime,0.4791687175624827
5,11,wind,0.9645673354727712
5,12,DHW_or_space,0.3890523000786038
5,12,RoR,0.4302910274736537
5,12,cool,0.0098592579670345
5,12,elec,0.244676246757626
5,12,solar,0.4677615686279282
5,12,transport_truck_bus_van_car_rail_aviation_maritime,0.4699691552597333
5,12,wind,0.9681766283109694
5,13,DHW_or_space,0.3167880742608912
5,13,RoR,0.4302910274736537
5,13,cool,0.0095441218676315
5,13,elec,0.2537913379583593
5,13,solar,0.5228866770496441
5,13,transport_truck_bus_van_car_rail_aviation_maritime,0.4510322025710122
5,13,wind,0.9783747525868608
5,14,DHW_or_space,0.2594674431213026
5,14,RoR,0.4302910274736537
5,14,cool,0.0225547408286953
5,14,elec,0.289897502327489
5,14,solar,0.4688033329739112
5,14,transport_truck_bus_van_car_rail_aviation_maritime,0.493297696546855
5,14,wind,0.9814207178340776
5,15,DHW_or_space,0.2599346210507787
5,15,RoR,0.4302910274736537
5,15,cool,0.0156442563632168
5,15,elec,0.3394860144763323
5,15,solar,0.2897074924290071
5,15,transport_truck_bus_van_car_rail_aviation_maritime,0.4909385476456944
5,15,wind,0.989884127401314
5,16,DHW_or_space,0.3021317484766045
5,16,RoR,0.4302910274736537
5,16,cool,0.0
5,16,elec,0.2473695424348871
5,16,solar,0.0615707768026614
5,16,transport_truck_bus_van_car_rail_aviation_maritime,0.4714934518751253
5,16,wind,0.9906904246945752
5,17,DHW_or_space,0.4227266455534461
5,17,RoR,0.4302910274736537
5,17,cool,0.0
5,17,elec,0.3111372864036225
5,17,solar,0.0
5,17,transport_truck_bus_van_car_rail_aviation_maritime,0.4580047320392782
5,17,wind,0.9938260282013264
5,18,DHW_or_space,0.4839671567167522
5,18,RoR,0.4302910274736537
5,18,cool,0.0
5,18,elec,0.3577833620059177
5,18,solar,0.0
5,18,transport_truck_bus_van_car_rail_aviation_maritime,0.462570310820691
5,18,wind,0.9955206903887096
5,19,DHW_or_space,0.428960305100582
5,19,RoR,0.4302910274736537
5,19,cool,0.0
5,19,elec,0.5358453122503339
5,19,solar,0.0
5,19,transport_truck_bus_van_car_rail_aviation_maritime,0.4938888475378409
5,19,wind,0.9951511232186288
5,20,DHW_or_space,0.3769420077846668
5,20,RoR,0.4302910274736537
5,20,cool,0.0
5,20,elec,0.5827112339901367
5,20,solar,0.0
5,20,transport_truck_bus_van_car_rail_aviation_maritime,0.4674035765706011
5,20,wind,0.994091052464111
5,21,DHW_or_space,0.3225448955613372
5,21,RoR,0.4302910274736537
5,21,cool,0.0
5,21,elec,0.6483175994359327
5,21,solar,0.0
5,21,transport_truck_bus_van_car_rail_aviation_maritime,0.4773773082274322
5,21,wind,0.9947704104335026
5,22,DHW_or_space,0.2294223453563986
5,22,RoR,0.4302910274736537
5,22,cool,0.0
5,22,elec,0.7078210627594913
5,22,solar,0.0
5,22,transport_truck_bus_van_car_rail_aviation_maritime,0.4765635894727654
5,22,wind,0.9957359448368868
5,23,DHW_or_space,0.1478020824520957
5,23,RoR,0.4302910274736537
5,23,cool,0.0
5,23,elec,0.7183640878362796
5,23,solar,0.0
5,23,transport_truck_bus_van_car_rail_aviation_maritime,0.4671326685480754
5,23,wind,0.9968458379992534
5,24,DHW_or_space,0.119218245499631
5,24,RoR,0.4302910274736537
5,24,cool,0.0
5,24,elec,0.7039901933223054
5,24,solar,0.0
5,24,transport_truck_bus_van_car_rail_aviation_maritime,0.4644496483091377
5,24,wind,0.9974331218116212
