,unit_name,y2030,y2040,y2050,node,scenario,polygon,technology
274,transport-equipment-production-reference_BEC7,0.01,0.01,10000000.0,transport-equipment,wy_2009,BEC7,transport-equipment-production-reference
275,(NG)PEA_BEC4,0.1,0.1,0.1,chemicals,wy_2009,BEC4,(NG)PEA
276,(LN)O_BEC1,0.45,0.45,0.45,chemicals,wy_2009,BEC1,(LN)O
277,printing-and-media-production-reference_NLC7,0.0,0.0,10000000.0,printing-and-media,wy_2009,NLC7,printing-and-media-production-reference
278,paper-production-reference_NLC9,0.04,0.04,10000000.0,paper,wy_2009,NLC9,paper-production-reference
279,other-non-ferrous-metals-production-reference_BEC5,0.1,0.1,10000000.0,other-non-ferrous-metals,wy_2009,BEC5,other-non-ferrous-metals-production-reference
280,(NG)NH3_NLC7,0.2,0.2,0.2,ammonia,wy_2009,NLC7,(NG)NH3
281,transport-equipment-production-reference_BEC8,0.01,0.01,10000000.0,transport-equipment,wy_2009,BEC8,transport-equipment-production-reference
282,leather-and-textile-production-reference_BEC7,0.01,0.01,10000000.0,leather-and-textile,wy_2009,BEC7,leather-and-textile-production-reference
283,Diaphragm_BEC5,0.03,0.03,0.03,chemicals,wy_2009,BEC5,Diaphragm
284,food-beverages-tobacco-production-reference_NLC7,0.16,0.16,10000000.0,food-beverages-tobacco,wy_2009,NLC7,food-beverages-tobacco-production-reference
285,other-chemicals-production-reference_BEC5,0.01,0.01,10000000.0,,wy_2009,BEC5,other-chemicals-production-reference
286,food-beverages-tobacco-production-reference_NLC6,0.27,0.27,10000000.0,food-beverages-tobacco,wy_2009,NLC6,food-beverages-tobacco-production-reference
287,machinery-equipment-production-reference_NLC6,0.08,0.08,10000000.0,machinery-equipment,wy_2009,NLC6,machinery-equipment-production-reference
288,(NG)_gco_NLC6,0.02,0.02,0.02,glass,wy_2009,NLC6,(NG)_gco
289,paper-production-reference_BEC4,0.07,0.07,10000000.0,paper,wy_2009,BEC4,paper-production-reference
290,pharmaceuticals-production-reference_NLC7,0.0,0.0,10000000.0,pharmaceuticals,wy_2009,NLC7,pharmaceuticals-production-reference
291,(NG)_gfi_NLC1,0.01,0.01,0.01,glass,wy_2009,NLC1,(NG)_gfi
292,wood-and-wood-products_production-reference_NLC8,0.01,0.01,10000000.0,wood,wy_2009,NLC8,wood-and-wood-products_production-reference
293,wood-and-wood-products_production-reference_NLC5,0.0,0.0,10000000.0,wood,wy_2009,NLC5,wood-and-wood-products_production-reference
294,food-beverages-tobacco-production-reference_BEC6,0.16,0.16,10000000.0,food-beverages-tobacco,wy_2009,BEC6,food-beverages-tobacco-production-reference
295,(NG)PE_NLC9,0.15,0.15,0.15,chemicals,wy_2009,NLC9,(NG)PE
296,other-chemicals-production-reference_NLC6,0.04,0.04,10000000.0,,wy_2009,NLC6,other-chemicals-production-reference
297,pulp-production-reference_NLC1,0.0,0.0,10000000.0,pulp,wy_2009,NLC1,pulp-production-reference
298,pulp-production-reference_NLC2,0.0,0.0,10000000.0,pulp,wy_2009,NLC2,pulp-production-reference
299,(LN)O_NLC7,0.41,0.41,0.41,chemicals,wy_2009,NLC7,(LN)O
300,ceramics-and-other-non-metalic-minerals-production-reference_NLC4,0.02,0.02,10000000.0,,wy_2009,NLC4,ceramics-and-other-non-metalic-minerals-production-reference
301,ceramics-and-other-non-metalic-minerals-production-reference_BEC5,0.55,0.55,10000000.0,,wy_2009,BEC5,ceramics-and-other-non-metalic-minerals-production-reference
302,transport-equipment-production-reference_BEC1,0.02,0.02,10000000.0,transport-equipment,wy_2009,BEC1,transport-equipment-production-reference
303,printing-and-media-production-reference_BEC2,0.01,0.01,10000000.0,printing-and-media,wy_2009,BEC2,printing-and-media-production-reference
304,other-industrial-sectors_production-reference_NLC2,0.03,0.03,10000000.0,,wy_2009,NLC2,other-industrial-sectors_production-reference
305,machinery-equipment-production-reference_NLC5,0.02,0.02,10000000.0,machinery-equipment,wy_2009,NLC5,machinery-equipment-production-reference
306,food-beverages-tobacco-production-reference_BEC4,0.11,0.11,10000000.0,food-beverages-tobacco,wy_2009,BEC4,food-beverages-tobacco-production-reference
307,pharmaceuticals-production-reference_NLC1,0.0,0.0,10000000.0,pharmaceuticals,wy_2009,NLC1,pharmaceuticals-production-reference
308,paper-production-reference_NLC8,0.09,0.09,10000000.0,paper,wy_2009,NLC8,paper-production-reference
309,printing-and-media-production-reference_BEC7,0.01,0.01,10000000.0,printing-and-media,wy_2009,BEC7,printing-and-media-production-reference
310,(NG)PEA_BEC7,0.0,0.0,0.0,chemicals,wy_2009,BEC7,(NG)PEA
311,other-industrial-sectors_production-reference_BEC5,0.07,0.07,10000000.0,,wy_2009,BEC5,other-industrial-sectors_production-reference
312,paper-production-reference_NLC1,0.05,0.05,10000000.0,paper,wy_2009,NLC1,paper-production-reference
313,other-industrial-sectors_production-reference_BEC4,0.02,0.02,10000000.0,,wy_2009,BEC4,other-industrial-sectors_production-reference
314,wood-and-wood-products_production-reference_NLC7,0.0,0.0,10000000.0,wood,wy_2009,NLC7,wood-and-wood-products_production-reference
315,other-industrial-sectors_production-reference_NLC7,0.04,0.04,10000000.0,,wy_2009,NLC7,other-industrial-sectors_production-reference
316,ceramics-and-other-non-metalic-minerals-production-reference_NLC3,0.25,0.25,10000000.0,,wy_2009,NLC3,ceramics-and-other-non-metalic-minerals-production-reference
317,other-chemicals-production-reference_NLC8,0.0,0.0,10000000.0,,wy_2009,NLC8,other-chemicals-production-reference
318,other-industrial-sectors_production-reference_NLC3,0.12,0.12,10000000.0,,wy_2009,NLC3,other-industrial-sectors_production-reference
319,other-industrial-sectors_production-reference_NLC8,0.09,0.09,10000000.0,,wy_2009,NLC8,other-industrial-sectors_production-reference
320,(NG)PEA_BEC5,0.2,0.2,0.2,chemicals,wy_2009,BEC5,(NG)PEA
321,food-beverages-tobacco-production-reference_NLC3,0.12,0.12,10000000.0,food-beverages-tobacco,wy_2009,NLC3,food-beverages-tobacco-production-reference
322,(NG)PEA_NLC4,0.0,0.0,0.0,chemicals,wy_2009,NLC4,(NG)PEA
323,(NG)PE_BEC5,0.28,0.28,0.28,chemicals,wy_2009,BEC5,(NG)PE
324,food-beverages-tobacco-production-reference_BEC7,0.23,0.23,10000000.0,food-beverages-tobacco,wy_2009,BEC7,food-beverages-tobacco-production-reference
325,pulp-production-reference_NLC3,0.0,0.0,10000000.0,pulp,wy_2009,NLC3,pulp-production-reference
326,wood-and-wood-products_production-reference_NLC4,0.0,0.0,10000000.0,wood,wy_2009,NLC4,wood-and-wood-products_production-reference
327,pharmaceuticals-production-reference_NLC6,0.0,0.0,10000000.0,pharmaceuticals,wy_2009,NLC6,pharmaceuticals-production-reference
328,CEM2-(BMW)MEA_BEC7,0.0,-0.0,0.37,cement,wy_2009,BEC7,CEM2-(BMW)MEA
329,(NG)_gco_NLC9,0.03,0.03,0.03,glass,wy_2009,NLC9,(NG)_gco
330,other-chemicals-production-reference_BEC2,0.0,0.0,10000000.0,,wy_2009,BEC2,other-chemicals-production-reference
331,machinery-equipment-production-reference_BEC5,0.05,0.05,10000000.0,machinery-equipment,wy_2009,BEC5,machinery-equipment-production-reference
332,(NG)PE_NLC6,0.06,0.06,0.06,chemicals,wy_2009,NLC6,(NG)PE
333,(LN)O_BEC7,0.0,0.0,0.0,chemicals,wy_2009,BEC7,(LN)O
334,leather-and-textile-production-reference_BEC6,0.01,0.01,10000000.0,leather-and-textile,wy_2009,BEC6,leather-and-textile-production-reference
335,food-beverages-tobacco-production-reference_BEC8,0.17,0.17,10000000.0,food-beverages-tobacco,wy_2009,BEC8,food-beverages-tobacco-production-reference
336,transport-equipment-production-reference_BEC4,0.01,0.01,10000000.0,transport-equipment,wy_2009,BEC4,transport-equipment-production-reference
337,pulp-production-reference_NLC6,0.0,0.0,10000000.0,pulp,wy_2009,NLC6,pulp-production-reference
338,leather-and-textile-production-reference_NLC6,0.01,0.01,10000000.0,leather-and-textile,wy_2009,NLC6,leather-and-textile-production-reference
339,(NG)PEA_NLC1,0.09,0.09,0.09,chemicals,wy_2009,NLC1,(NG)PEA
340,paper-production-reference_BEC6,0.01,0.01,10000000.0,paper,wy_2009,BEC6,paper-production-reference
341,printing-and-media-production-reference_NLC1,0.01,0.01,10000000.0,printing-and-media,wy_2009,NLC1,printing-and-media-production-reference
342,(NG)PE_BEC7,0.0,0.0,0.0,chemicals,wy_2009,BEC7,(NG)PE
343,(NG)PE_NLC4,0.01,0.01,0.01,chemicals,wy_2009,NLC4,(NG)PE
344,(NG)_gco_NLC8,0.03,0.03,0.03,glass,wy_2009,NLC8,(NG)_gco
345,(NG)_gco_NLC4,0.04,0.04,0.04,glass,wy_2009,NLC4,(NG)_gco
346,transport-equipment-production-reference_NLC3,0.02,0.02,10000000.0,transport-equipment,wy_2009,NLC3,transport-equipment-production-reference
347,other-industrial-sectors_production-reference_BEC2,0.03,0.03,10000000.0,,wy_2009,BEC2,other-industrial-sectors_production-reference
348,aluminium-primary-production-reference_NLC7,0.01,0.01,10000000.0,aluminium,wy_2009,NLC7,aluminium-primary-production-reference
349,EU_total,0.01,0.01,20000000.0,aluminium,wy_2009,Europe,aluminium-primary-production-reference
350,EU_total,0.45,0.45,0.45,ammonia,wy_2009,Europe,(NG)NH3
351,EU_total,0.31,0.22,0.0,buildings heat,wy_2009,Europe,Coal Boiler
352,EU_total,10.49,7.42,0.0,buildings heat,wy_2009,Europe,Diesel Boiler
353,EU_total,46.12,40.31,40.51,buildings heat,wy_2009,Europe,Gas Boiler
354,EU_total,0.0,0.0,0.44,cement,wy_2009,Europe,CEM2-(BMW)MEA
355,EU_total,0.81,0.81,0.37,cement,wy_2009,Europe,EU-mix-2018
356,EU_total,1.26,1.26,1.26,chemicals,wy_2009,Europe,(LN)O
357,EU_total,1.39,1.39,1.39,chemicals,wy_2009,Europe,(NG)PE
358,EU_total,3.8,3.8,3.8,chemicals,wy_2009,Europe,(NG)PEA
359,EU_total,0.15,0.15,0.15,chemicals,wy_2009,Europe,Diaphragm
360,EU_total,13.65,13.96,14.16,electricity,wy_2009,Europe,Diesel Group
361,EU_total,0.07,0.07,0.07,electricity,wy_2009,Europe,Run-of-River
362,EU_total,2.38,2.38,160000000.0,food-beverages-tobacco,wy_2009,Europe,food-beverages-tobacco-production-reference
363,EU_total,0.16,0.16,0.16,glass,wy_2009,Europe,(NG)_gco
364,EU_total,0.03,0.03,0.03,glass,wy_2009,Europe,(NG)_gfi
365,EU_total,0.11,0.11,0.11,glass,wy_2009,Europe,(NG)_gfl
366,EU_total,4.85,4.85,4.85,hydrogen,wy_2009,Europe,LH2-terminal
367,EU_total,0.17,0.17,170000000.0,leather-and-textile,wy_2009,Europe,leather-and-textile-production-reference
368,EU_total,0.6,0.6,170000000.0,machinery-equipment,wy_2009,Europe,machinery-equipment-production-reference
369,EU_total,11.86,11.86,11.86,methane,wy_2009,Europe,Gas Extractions
370,EU_total,63.72,63.72,63.72,methane,wy_2009,Europe,LNG Terminals
371,EU_total,0.3,0.3,30000000.0,other-non-ferrous-metals,wy_2009,Europe,other-non-ferrous-metals-production-reference
372,EU_total,0.53,0.53,90000000.0,paper,wy_2009,Europe,paper-production-reference
373,EU_total,0.06,0.06,120000000.0,pharmaceuticals,wy_2009,Europe,pharmaceuticals-production-reference
374,EU_total,0.12,0.12,170000000.0,printing-and-media,wy_2009,Europe,printing-and-media-production-reference
375,EU_total,0.06,0.06,100000000.0,pulp,wy_2009,Europe,pulp-production-reference
376,EU_total,1.41,1.41,1.41,steel,wy_2009,Europe,(H2)DRI-EAF
377,EU_total,0.31,0.31,0.31,steel,wy_2009,Europe,Scraps_EAF
378,EU_total,0.16,0.16,170000000.0,transport-equipment,wy_2009,Europe,transport-equipment-production-reference
379,EU_total,0.22,0.22,120000000.0,wood,wy_2009,Europe,wood-and-wood-products_production-reference
380,EU_total,1.9,1.9,90000000.0,,wy_2009,Europe,ceramics-and-other-non-metalic-minerals-production-reference
381,EU_total,0.21,0.21,170000000.0,,wy_2009,Europe,other-chemicals-production-reference
382,EU_total,0.89,0.89,170000000.0,,wy_2009,Europe,other-industrial-sectors_production-reference
