,source,target,y2030,y2040,y2050,polygon,technology,scenario
385,electricity,transport,0.0007193319,0.0009003534,0.0011530521,BEC5,elec_BEC5__rail_BEC5,wy_2009
386,electricity,transport,0.00033900390000000003,0.00042457769999999995,0.0005434302000000001,BEC6,elec_BEC6__rail_BEC6,wy_2009
387,hydrocarbons,transport,0.020459452200000006,0.027348143100000003,0.0317471484,NLC6,HC_NLC6__maritime_NLC6,wy_2009
388,electricity,transport,0.0002508702,0.00044798249999999993,0.0004812612,NLC1,elec_NLC1__rail_NLC1,wy_2009
389,hydrocarbons,transport,0.0003905676,0.0005108828999999999,0.0006549687,BEC1,HC_BEC1__thermal-rail_BEC1,wy_2009
390,electricity,transport,0.001799244,0.0022523463000000002,0.0028842759000000003,BEC2,elec_BEC2__rail_BEC2,wy_2009
391,hydrocarbons,transport,0.4995253551,0.6339530180999999,0.8235816332999999,BEC1,HC_BEC1__int-maritime_BEC1,wy_2009
392,hydrocarbons,transport,0.010842273600000002,0.014734053,0.021406249500000002,BEC8,HC_BEC8__int-aviation_BEC8,wy_2009
393,electricity,transport,0.0010115262,0.0018061923000000002,0.0019418670000000001,NLC6,elec_NLC6__rail_NLC6,wy_2009
394,hydrocarbons,transport,0.015376953600000003,0.026736327000000004,0.0328318146,NLC6,HC_NLC6__int-aviation_NLC6,wy_2009
395,hydrocarbons,transport,0.0072057528,0.0097923489,0.014226827100000002,BEC1,HC_BEC1__int-aviation_BEC1,wy_2009
396,hydrocarbons,transport,0.0004081212,0.0004984491,0.0006973899,NLC5,HC_NLC5__thermal-rail_NLC5,wy_2009
397,hydrocarbons,transport,0.0045536964000000004,0.0079177707,0.0097228659,NLC9,HC_NLC9__int-aviation_NLC9,wy_2009
398,hydrocarbons,transport,0.043075437300000005,0.05853869610000001,0.0850464606,BEC2,HC_BEC2__int-aviation_BEC2,wy_2009
399,hydrocarbons,transport,0.006068060100000001,0.0103430931,0.011736044400000001,BEC1,HC_BEC1__maritime_BEC1,wy_2009
400,hydrocarbons,transport,0.5739679785,0.7164754173,1.1031168621000003,NLC6,HC_NLC6__int-maritime_NLC6,wy_2009
401,electricity,transport,0.0013772262000000001,0.0024593325,0.0026436453,NLC4,elec_NLC4__rail_NLC4,wy_2009
402,electricity,transport,0.0005375789999999999,0.0009603282000000002,0.0010323711,NLC8,elec_NLC8__rail_NLC8,wy_2009
403,electricity,transport,0.0002475789,0.000442497,0.00047541,NLC7,elec_NLC7__rail_NLC7,wy_2009
404,hydrocarbons,transport,0.009065703000000001,0.015763132799999996,0.019356501,NLC2,HC_NLC2__int-aviation_NLC2,wy_2009
405,hydrocarbons,transport,0.00040885259999999996,0.000614376,0.0008480583000000002,NLC5,HC_NLC5__aviation_NLC5,wy_2009
406,hydrocarbons,transport,0.0147179622,0.020001595799999997,0.0290588877,BEC3,HC_BEC3__int-aviation_BEC3,wy_2009
407,hydrocarbons,transport,0.0003792309,0.0004958892000000001,0.0006359523000000001,BEC2,HC_BEC2__thermal-rail_BEC2,wy_2009
408,electricity,residual-electricity,0.023280000000000002,0.023280000000000002,0.023280000000000002,NLC5,elec_NLC5,wy_2009
409,electricity,residual-electricity,0.016344,0.016344,0.016344,BEC5,elec_BEC5,wy_2009
410,electricity,residual-electricity,0.007896,0.007896,0.007896,BEC4,elec_BEC4,wy_2009
411,electricity,residual-electricity,0.016944,0.016944,0.016944,BEC6,elec_BEC6,wy_2009
412,electricity,residual-electricity,0.04884,0.04884,0.04884,NLC4,elec_NLC4,wy_2009
413,electricity,residual-electricity,0.016008,0.016008,0.016008,BEC8,elec_BEC8,wy_2009
414,electricity,residual-electricity,0.018696,0.018696,0.018696,NLC2,elec_NLC2,wy_2009
415,electricity,residual-electricity,0.006744000000000001,0.006744000000000001,0.006744000000000001,NLC9,elec_NLC9,wy_2009
416,electricity,residual-electricity,0.008256,0.008256,0.008256,BEC7,elec_BEC7,wy_2009
417,electricity,residual-electricity,0.028152,0.028152,0.028152,NLC8,elec_NLC8,wy_2009
418,electricity,residual-electricity,0.039048,0.039048,0.039048,BEC2,elec_BEC2,wy_2009
419,electricity,residual-electricity,0.027839999999999997,0.027839999999999997,0.027839999999999997,NLC6,elec_NLC6,wy_2009
420,electricity,residual-electricity,0.016512,0.016512,0.016512,BEC1,elec_BEC1,wy_2009
421,electricity,residual-electricity,0.00468,0.00468,0.00468,NLC7,elec_NLC7,wy_2009
422,electricity,residual-electricity,0.0108,0.0108,0.0108,NLC1,elec_NLC1,wy_2009
423,electricity,residual-electricity,0.045792,0.045792,0.045792,NLC3,elec_NLC3,wy_2009
424,electricity,residual-electricity,0.018816000000000003,0.018816000000000003,0.018816000000000003,BEC3,elec_BEC3,wy_2009
