,source,target,y2030,y2040,y2050,polygon,technology,scenario
115,paper,emission,0.005015943908151152,0.005015943908151152,0.005015943908151152,,atmosphere,wy_2009
116,food-beverages-tobacco,emission,0.0041520461066842495,0.0041520461066842495,0.0041520461066842495,,atmosphere,wy_2009
117,transport-equipment,emission,0.0003439719463929253,0.0003439719463929253,0.0003439719463929253,,atmosphere,wy_2009
118,machinery-equipment,emission,0.0018338875366084519,0.0018338875366084519,0.0018338875366084519,,atmosphere,wy_2009
119,machinery-equipment,emission,0.0027508313049126767,0.0027508313049126767,0.0027508313049126767,,atmosphere,wy_2009
120,,emission,0.0843114891243014,0.0843114891243014,0.0843114891243014,,atmosphere,wy_2009
121,,emission,0.20307833039668494,0.20307833039668494,0.20307833039668494,,atmosphere,wy_2009
122,machinery-equipment,emission,0.00041656856505046863,0.00041656856505046863,0.00041656856505046863,,atmosphere,wy_2009
123,pharmaceuticals,emission,0.030256536292441554,0.030256536292441554,0.030256536292441554,,atmosphere,wy_2009
124,pharmaceuticals,emission,0.005436918842378711,0.005436918842378711,0.005436918842378711,,atmosphere,wy_2009
125,,emission,0.4081877328753585,0.4081877328753585,0.4081877328753585,,atmosphere,wy_2009
126,leather-and-textile,emission,0.0005061139027885694,0.0005061139027885694,0.0005061139027885694,,atmosphere,wy_2009
127,wood,emission,0.0029107817343653176,0.0029107817343653176,0.0029107817343653176,,atmosphere,wy_2009
128,transport-equipment,emission,0.0006879438927858508,0.0006879438927858508,0.0006879438927858508,,atmosphere,wy_2009
129,cement,emission,1.7377169470280376,1.7377169470280376,0.31801700304610403,,atmosphere,wy_2009
130,,emission,0.019388649618540494,0.019388649618540494,0.019388649618540494,,atmosphere,wy_2009
131,machinery-equipment,emission,0.0010086381451346502,0.0010086381451346502,0.0010086381451346502,,atmosphere,wy_2009
132,transport-equipment,emission,0.0005119762450657157,0.0005119762450657157,0.0005119762450657157,,atmosphere,wy_2009
133,machinery-equipment,emission,0.0008852082007322451,0.0008852082007322451,0.0008852082007322451,,atmosphere,wy_2009
134,pulp,emission,0.0005095085786441747,0.0005095085786441747,0.0005095085786441747,,atmosphere,wy_2009
135,pharmaceuticals,emission,0.0019935369088721925,0.0019935369088721925,0.0019935369088721925,,atmosphere,wy_2009
136,machinery-equipment,emission,0.001822487472095801,0.001822487472095801,0.001822487472095801,,atmosphere,wy_2009
137,,emission,0.010663757290197284,0.010663757290197284,0.010663757290197284,,atmosphere,wy_2009
138,,emission,0.048824962271735425,0.048824962271735425,0.048824962271735425,,atmosphere,wy_2009
139,emission,cement,0.0,0.0,1.023972602739726,NLC6,CEM2-(BMW)MEA_NLC6,wy_2009
140,transport-equipment,emission,0.0003783691410322175,0.0003783691410322175,0.0003783691410322175,,atmosphere,wy_2009
141,food-beverages-tobacco,emission,0.09530649534615639,0.09530649534615639,0.09530649534615639,,atmosphere,wy_2009
142,pharmaceuticals,emission,0.005436918842378711,0.005436918842378711,0.005436918842378711,,atmosphere,wy_2009
143,food-beverages-tobacco,emission,0.02324797578937448,0.02324797578937448,0.02324797578937448,,atmosphere,wy_2009
144,machinery-equipment,emission,0.0008331371301009373,0.0008331371301009373,0.0008331371301009373,,atmosphere,wy_2009
145,,emission,0.004128316582943563,0.004128316582943563,0.004128316582943563,,atmosphere,wy_2009
146,leather-and-textile,emission,0.0008884323980522862,0.0008884323980522862,0.0008884323980522862,,atmosphere,wy_2009
147,machinery-equipment,emission,0.0006418606378129593,0.0006418606378129593,0.0006418606378129593,,atmosphere,wy_2009
148,pharmaceuticals,emission,0.003624612561585808,0.003624612561585808,0.003624612561585808,,atmosphere,wy_2009
149,machinery-equipment,emission,0.0006418606378129593,0.0006418606378129593,0.0006418606378129593,,atmosphere,wy_2009
150,,emission,0.021327514580394537,0.021327514580394537,0.021327514580394537,,atmosphere,wy_2009
151,,emission,0.010020388061137241,0.010020388061137241,0.010020388061137241,,atmosphere,wy_2009
152,,emission,0.051073811752650654,0.051073811752650654,0.051073811752650654,,atmosphere,wy_2009
153,transport-equipment,emission,0.0006695073973936282,0.0006695073973936282,0.0006695073973936282,,atmosphere,wy_2009
154,leather-and-textile,emission,0.000580116854229344,0.000580116854229344,0.000580116854229344,,atmosphere,wy_2009
155,other-non-ferrous-metals,emission,0.1920346978556022,0.1920346978556022,0.1920346978556022,,atmosphere,wy_2009
